sentence,aspect,sentiment
Find out which one of your dependencies has a dependency on xercesImpl.jar and add an exclusion to the given dependency in your POM like so:,discarded,
"If you are using m2eclipse, you can find which dependency imports xercesImpl.jar on the Dependency Hierarchy tab of the POM editor.",discarded,
Check if you have xercesImpl.jar in your classpath,discarded,
Adding xercesImpl.jar (can be found in Xerces2 Java archive on http://xerces.apache.org/mirrors.cgi#binary) to my libs has solved it.,discarded,
"The jar file xercesImpl.jar also must exist in a folder lib next to odfxsltrunner.jar file, or it must be in the classpath.",discarded,
"Also for these examples, we have copied the xml-apis.jar and xercesImpl.jar files into the AXIS_LIB directory.",discarded,
This guide adds xml-apis.jar and xercesImpl.jar to the AXISCLASSPATH so that Axis can find the parser (see below).,discarded,
copying xml-apis.jar and xercesImpl.jar to <jdk-home>/jre/lib/endorsed and creating a jaxp.properties file in <jdk-home>/jre containing the line,discarded,
"xerces.jar is a Jar file that contains all the parser class files (i.e., it contains the intersection of the contents of xercesImpl.jar and xml-apis.jar).",discarded,
An alternate Stax parser is an option as well,discarded,
Switching from com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl to org.apache.xerces.jaxp.SAXParserImpl with JRE 1.7+ should only require adding a new xercesImpl.jar + xml-apis.jar from the latest xerces-j to the class path.,discarded,
If you take a look at xercesImpl it contains a dependency to xml-apis:xml-apis:jar:1.4.01:compile with the scope compile so the display of dependency plugin is correct.,discarded,
That suggests the Xerces jars (xercesImpl -- also needs xml-apis) are not on the runtime class path.,discarded,
In my case I resolved this issue by adding to bootstrap entities (Classpath tab in run configuration) two entries /xml-apis/xml-apis/1.4.01/xml-apis-1.4.01.jar and /xerces/xercesImpl/2.11.0/xercesImpl-2.11.0.jar from my local maven repository,discarded,
"My solution: call saxon directly as: "" XPathFactory _xFactory = new net.sf.saxon.xpath.XPathFactoryImpl();"" and add jaxen-xxx.jar and xercesImpl.jar before saxon9e.jar on the classpath.",discarded,
"as you can see classpath refers to xercesImpl.jar, unfortunately your build is creating xercesImpl-2.11.0.jar, so it just cannot be resolved.",discarded,
However this is only a warning and application should run fine if the xercesImpl classes are available in the classpath.,discarded,
"I currently can't reproduce the issue with a simple project, did you make sure that you don't have any other dependencies which are importing another version of xercesImpl?",discarded,
"I had faced similar issue, this issue occurs when there is big difference in versions of xerces jar and xercesImpl jar.",discarded,
"If I'm not mistaken, Spring's dependencies contain xercesImpl dependency, but neither dependency with artifactId xmlParserAPIs nor xerces.",discarded,
xercesImpl.jar (version 2.11) - I can see latest in SP5 now,discarded,
"Just out of curiosity, I added xercesImpl to the applet archive on the webserver that was screwing up, and things work peachy king.",discarded,
Adding xercesImpl to my pom fixed the problem.,discarded,
org.apache.batik.transcoder.TranscoderException: null Enclosed Exception: SAX2 driver class org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser not found.,discarded,
What I needed to do was to remove these files from the xercesImpl.jar file:,discarded,
"NOte that the outdated xercesImpl.jar was included in one of our war files deployed as a library, NOT anything shipped by Oracle as part of WebLogic 12",discarded,
"To use XSLTC, put xalan.jar(2.5), serializer.jar, xml-apis.jar, and xercesImpl.jar on your classpath .",discarded,
This is due to multiple xercesImpl.jar in class path.,discarded,
(You'll need the xercesImpl.jar on your library path.),discarded,
"See http://code.google.com/p/googleappengine/issues/detail?id=1367 Many people copy more than xercesImpl or libraries that contain xerces (e.g. some distributions of xalan), however xercesImpl is all you need.",discarded,
The org.w3c.dom.ElementTraversal is part of xml-apis which is a dependency of xerces:xercesImpl.,discarded,
The xerces:xercesImpl is in turn a dependency of htmlunit.,discarded,
I discovered the library excel-streaming-reader had a dependency on xercesImpl 2.4.0 (from 2006).,discarded,
"The depenencies pulling in xercesImpl will be sown in the ""Dependency Hierarchy"" pane to the left",discarded,
"Apparently xerces:xml-apis:1.4.01 is no longer in maven central, which is however what xerces:xercesImpl:2.11.0 references.",discarded,
Try using xercesImpl jar wothversion 2.11.0. you can find maven details as below :,discarded,
Dont forget including xercesImpl.jar and xml-apis.jar in your classpath.,discarded,
"So, UnsupportedOperationException is mostly related to xerces.jar and xercesImpl.jar",discarded,
"Because I had a downstream dependency that was including xercesImpl.jar in my war file, my solution was to just yank it using the code below in my build.gradle and let the JRE implementation of xerces take over in the class path.",discarded,
"I have created valid empty JAR files with no classes in them and called them the names of the entries in the Class-Path, e.g xercesImpl.jar . I'm going to put them into src/main/webapp so they will be included in the right spot.",discarded,
The solution is to search for all dependencies on Xalan and xercesImpl in the classpath . These dependencies should be excluded.,discarded,
"An example of such a link in there is http://mvnrepository.com/artifact/xerces/xercesImpl/2.9.1, which shows you a list of some of the other artifacts that depend on xerces.",discarded,
But the version of embedded xerces classes does not match the one requiered by NeokHTML.,discarded,
"This jar packages a lot of external librairies, like the xercesImpl.",discarded,
"Also make sure you don't have multiples as the xercesImpl.jar, xml-apis.jar and xalan.jar need to be in sync.",discarded,
"Check for jars like xercesImpl, xml/xml-api and sax.",discarded,
"As stated here http://xerces.apache.org/xerces2-j/install.html the old xerces.jar contained all classes in one jar, but new distribution of xerces divides it in xercesImpl.jar and xml-apis.jar",discarded,
"Having xercesImpl.jar already, the xml-apis.jar is needed",discarded,
To use another XML parser just remove xercesImpl.jar and add another implementation library.,discarded,
You can download it from maven repository xercesImpl.jar,discarded,
May I ask you why you need or want to remove xercesImpl.jar from your classpath?,discarded,
"use dom4j, here is quick start for dom4j",discarded,
"Then you have your image data as a string in imgBase64, you just have to append a node to your xml using the DOM implementation you want, for example dom4j.",discarded,
I suggest you dump dom4j and use JAXB or StAX.,discarded,
Just jaxen1.1.3 is sufficient and dom4j not required,discarded,
I've had to do very similar things (albeit many years ago) and dom4j was my tool of choice.,discarded,
seems some jar missing..dom4j-1.5.2.jar as u get Caused by: java.lang.ClassNotFoundException: org.dom4j.DocumentException,discarded,
"If not, you might be better off with another xml parser, for example dom4j.",discarded,
"I can recommend dom4j, I've used it in the past and it works fine.",discarded,
"It means exactly what it says, it couldn't find the class org.dom4j.DocumentException.",discarded,
But if you use that method it renders your doc unreadable when written back to disk.,discarded,
you may choose the possibility of using dom4j.,discarded,
Use this code with dom4j xml parser to parse xml return.,discarded,
Generally u can probably use any DOM or SAX parser.,discarded,
"There actually already a DOM API in the Standard Library (the org.w3c.dom packages), but it's only the API, so you need a separate implementation - might as well use something a little more advanced like dom4j.",discarded,
"If you want to use .xml file for this, you should take a look at dom4j or any other library to parse your XML.",discarded,
The exception stack trace shows org.dom4j.DocumentException: Error on line 2 of document,discarded,
It brings in the old dom4j jar: Reference this ticket: org.dom4j.DocumentFactory cannot be cast to org.dom4j.DocumentFactory.,discarded,
Other quick options are JDOM (using Format.getCompactFormat()) and dom4j (using OutputFormat.createCompactFormat()) when outputting the XML document.,discarded,
If you know you are interested in child elements you can as well access node.elements() (http://dom4j.sourceforge.net/dom4j-1.6.1/apidocs/org/dom4j/Element.html#elements()) if you cast to an Element node first..,discarded,
"Use a relative path * and call the selectNodes method on the node variable e.g. node.selectNodes(""*"") (http://dom4j.sourceforge.net/dom4j-1.6.1/apidocs/org/dom4j/Node.html#selectNodes(java.lang.String)).",discarded,
"If not then you could use one of the many XML libraries around, such as dom4j.",discarded,
"To use DOMElement, you need to specify org.dom4j.dom.DOMDocumentFactory for creating SAXReader.",discarded,
The actual problem is you're getting two different org.dom4j.DocumentFactory on your class path.,discarded,
The error message is quite clear: Caused by: java.lang.ClassNotFoundException: org.dom4j.DocumentException,discarded,
I suggest you use class org.dom4j.xpath.DefaultXPath instead of calling valueOf.,discarded,
"EDIT #2: Using dom4j, this is how you would do it: (from their cookbook)",discarded,
using dom4j to parse the xml document,discarded,
Otherwise there is an ambiguity as Document could refer to either org.dom4j.Document or com.itextpdf.text.Document and Element could refer to org.dom4j.Element or com.itextpdf.text.Element.,discarded,
Your problem not with Sessionfactory . It is java.lang.NoClassDefFoundError: org/dom4j/DocumentException make sure you have dom4j.jar in your classpath.,discarded,
The problem indeed in dom4j source code.,discarded,
To fix it you need correct following method in \dom4j-1.6.1\src\java\org\dom4j\tree\NamespaceStack.java:,discarded,
"Make sure your Element is of type org.dom4j.Element and not org.w3c.dom, javax.bind.xml, etc.",discarded,
To create an org.dom4j.Document from the org.w3c.dom.Document,discarded,
"In addition, dom4j provides the org.dom4j.io.DOMWriter class to do the opposite of org.dom4j.io.DOMReader.",discarded,
"Well, I think the Element object contains all the informations that you need to search manually through the dom4j tree.",discarded,
What you need isn't provided by dom4j out of the box.,discarded,
Why are you using both org.dom4j.Document and org.w3c.dom.Document?,discarded,
I found a way to do this using dom4j.,discarded,
try to use dom4j library and it's saxReader.,discarded,
"Assume that document is and instance of org.dom4j.Document, then",discarded,
I do however not know how robust dom4j and jdom are.,discarded,
org.w3c.dom.Document is standard API on Java SE while org.dom4j.Document is for Dom4J.,discarded,
"As it turned out, one of my dependencies (com.sun.jersey:jersey-json) pulled in com.sun.xml.bind:jaxb-impl, which was responsible for the System Classloader -> Application Classloader reference.",discarded,
This was fixed by going to http://jaxb.java.net/ and getting a new jaxb-impl.jar & jaxb-xjc.jar.,discarded,
Just add jaxb 2.2 implementation (e.g. jaxb-impl.2.2.5) to the compiler's classpath,discarded,
"By adding an explicit jaxb-impl dependency w/ version, it worked, such as:",discarded,
"It's fixed for versions 2.2.4u2, 2.2.5, 2.3",discarded,
Also note that you can get into trouble if you attempt to use a newer version of jaxb without also including a compatible version of jaxws.,discarded,
Even the latest release of Java still ships with old version 1 jaxb and jaxws apis).,discarded,
"It is a mistake to copy the implementation jars (e.g. jaxb-impl.jar) into endorsed lib, these should simply be on your classpath.",discarded,
That class does not seem to be present in jaxb-impl.jar:,discarded,
"For example, I think that jaxb is already part of jaxws-rt.jar which would mean you don't need jaxb-core.jar and jaxb-impl.jar.",discarded,
"The jaxb-impl manifest declares (in addition to its own version) the specification-version, which is the version of jaxb-api jar that it requires.",discarded,
What has likely happened is that the jaxb-api jar you put in the endorsed directory is a different version of jaxb from the jaxb-impl jar within JBoss.,discarded,
"Needs import jaxb-impl for compilation / and may be required for excution, e.g.",discarded,
"As temporary workaround, you can download the latest 2.1 version of JAXB from http://jaxb.java.net/2.1.13/JAXB2_20100510.jar and copy the extracted jaxb-impl.jar into conf/lib.",discarded,
"Try to include a reference implementation for the jaxb-impl, at least it solved the problem for this guy with the same error",discarded,
I would advice you to set up FINE logging to jaxb-impl and trying to set up the,discarded,
Make sure to include the jaxb-impl.jar library in your project.,discarded,
You can download one for example from here: http://repo1.maven.org/maven2/com/sun/xml/bind/jaxb-impl/2.2.4/jaxb-impl-2.2.4.jar,discarded,
"jaxb-impl.jar, jaxws-api.jar, jaxws-rt.jar, gmbal-api-only.jar, management-api.jar, stax-ex.jar, streambuffer.jar, policy.jar.",discarded,
You miss the jaxb-impl.jar in your classpath.,discarded,
"This should automatically add jaxb-api.jar, activation.jar, jsr173_1.0_api.jar, and jaxb1-impl.jar in addition to jaxb-impl.jar.",discarded,
You need to add jaxb-impl.jar to your Java Build Path.,discarded,
I'm using Java 6.0 as build and runtime environment and my project setup having jaxb-api.jar and jaxb-impl.jar.,discarded,
Looks like the jaxb-impl.jar is missing in your classpath.,discarded,
Even copying jaxb-impl.jar of version 2.1 to apache-james-3.0-beta4/conf/lib did not help as it was never picked up in classpath.,discarded,
I have resolved this issue by fixing the jaxb-impl version from 2.1.9 to 2.2.6 and it works fine now,discarded,
"Exclude slf4j and jaxb-impl, in all your Camel dependencies.",discarded,
So you need to include the jaxb-core or jaxb-impl jar file in your project's pom.xml,discarded,
"jaxb-api.jar, jaxb-core.jar, jaxb-impl.jar are required at runtime.",discarded,
"jaxb-api.jar, jaxb-core.jar, jaxb-impl.jar, jaxb-xjc.jar are required at compile time.",discarded,
Because Java 7 comes with own JAXB implementation (JAXB RI by the fact) we don't need com.sun.xml.bind:jaxb-impl package.,discarded,
Supplied solution say that com.sun.jersey:jersey-json package request JAXB API implementation from com.sun.xml.bind:jaxb-impl package::,discarded,
Look which Version of jaxb-xjc.jar and jaxb-impl you have in your classpath,discarded,
"In my case, I simply excluded the jaxb-impl that came with camel-jaxb and the application started working correctly.",discarded,
You are using older jaxb-impl dependecy in pom.xml.,discarded,
"A (custom) NamespacePrefixMapper on the other hand, would purge all of these annotation based limitations/problems and enable much better handling of (runtime/spring) properties.",discarded,
I removed the dependency on separate jaxb-impl jar from the build.sbt.,discarded,
"1) There was an issue like java.lang.SecurityException: sealing violation: can't seal package com.sun.xml.bind: already loaded , but related jar jaxb-impl.jar was not found.",discarded,
2) We took this jaxb-impl.jar and added in classpath and the flow as successful.,discarded,
"There are two jaxb related dependencies that looked correct, jaxb-api and jaxb-impl.",discarded,
you need to add jaxb-impl and jaxb-core into your pom.xml.,discarded,
For using the jaxb-api would suggest you follow this answer to make sure that your module uses the javax.xml.bind:jaxb-api:2.3.0 instead of com/sun/xml/bind/jaxb-impl/2.0/jaxb-impl-2.0.jar as seen in your logs.,discarded,
"This example uses JAXB, so you'd need jaxb-api and jaxb-impl on the classpath.",discarded,
ConfigurationException: Could not locate cfg.xml resource [hibernate.cfg.xml] in project root folder,discarded,
Most recent version taken from here: https://mvnrepository.com/artifact/com.sun.xml.bind/jaxb-impl,discarded,
"I am not sure if this is the only reason why this could happen, but this is one problem I faced and solved like this, check your Java endorsed dir and removed any duplicate jaxb-impl.jar.",discarded,
"You didn't specified what JAXB-IMPL version are you using, but once I had the same problem (with jaxb-impl 2.0.5) and solved it using the annotation at the getter level instead of using it at the member level.",discarded,
Please search for all the places where you have the jaxb jars in the system (at least jaxb-api and jaxb-impl) and make sure that they are in either the WEB-INF/lib directory of your web application or in the lib directory of the tomcat.,discarded,
I just played around a bit and it seems that the problem is jaxb-impl (group com.sun.xml.bind).,discarded,
"I excluded the jaxb-impl library, rebuilt and redeployed and got past the problem.",discarded,
"I had the similar stack trace, but after doing some Investigation I realized the Injector was being included in my project in a jaxb-impl library via a Maven transitive dependency of jersey-json project.",discarded,
Same thing for 1.6.0_30-b12 (32 bit) with Camel 2.8 and 2.9 I've downgraded my jaxb-impl version from 2.2.4 to 2.2.3.,discarded,
It's helps to reduce the size of generated document.,discarded,
"At the other end, read the file and did an xstream.fromXML() casting it to myRootBean.",discarded,
Did an xstream.toXML(myRootBean) and write it to a xml file.,discarded,
"In most of my projects which use JAX-RS, I configure Jersey to use xstream and let xstream figure out how to marshal/unmarshal for me.",discarded,
If you've created the classes you need and the xstream aliases for the classes then,discarded,
This can be achieved by using xstream.,discarded,
You can try to use xstream with json serializer.,discarded,
"I'm not a experimented user of xstream, but I would do this:",discarded,
"This is used so you can access all variables/methods of the parent, but means that even a no-args (in code) constructor has (when using reflection, like xstream does) one argument.",discarded,
"It appears that you start your while loop, retrieve the object, use xstream.toXML(o), and then do your writes, and close your write file.",discarded,
Again you'll need to call xstream.processAnnotations(AutoCompleteList.class) to tell XStream to read the annotations before you can call fromXML.,discarded,
and call xstream.processAnnotations(Title.class) before you call fromXML.,discarded,
Both support a large set of annotations.,discarded,
Serialization can be customized using a writeObject() method or with a third party library like xstream.,discarded,
"Also, your reading function has an error too: the xstream.fromXML(String) accepts a String, but it does not interpret it as a file name, but as the XML content itself...",discarded,
because of XPATH_RELATIVE_REFERENCES used in the xstream link:xstream.codehaus.org/graphs.html in the xstream declaration we have to add,discarded,
Another good approach is java bean and something like xstream to save/load stuff.,discarded,
"By declaring your own dependency on xstream, and setting the scope to test, you are overriding the dependencies declared by mylibrary.",discarded,
"If you actually want xstream to be packaged within your project, you should not be declaring the scope as test.",discarded,
"In fact if you remove your listed dependency on xstream, things will work out as you like, since mylibrary has a compile dependency on it..",discarded,
"Regarding best practices on this issue, I haven't heard of any, but the safest way to proceed ought to be to entirely remove xstream from your pom, relying on the transitive dependency.",discarded,
"If your project does use the xstream jar directly, you can still rely on the transitive dependency, as you will need a compatible version for your project and 'mylibrary' to both run against the xstream jar.",discarded,
"You should have unit tests that exercise the functionality, and if mylibrary changes version of xstream to an incompatible version, your builds should fail, and you can address the issue at that point.",discarded,
Why are you using xstream for json support?,discarded,
"With xstream you would partially get this as well, but you would have to change the xml yourself.",discarded,
But it requires copying more code from the underlying implementation then I particularly care for.,discarded,
What I am in the process of doing is extending the com.thoughtworks.xstream.converters.reflection.ReflectionConverter class to accomplish this.,discarded,
"I have never had a reason to create more than one xstream object within a project, so I usually handle it this way.",discarded,
I recommend you creat an init() method that initializes your xstream object.,discarded,
Let your xstream object have class scope.,discarded,
"Got this exception, then I download kxml2-min-2.3.0.jar and add it as a library and now it works (using xstream 1.4.4.jar)",discarded,
"I know you said you've looked at xstream, but some xstream configuration can be done through code (not configuration, but through configuring the xstream object, for example, omitting fields).",discarded,
If you do not want then do this xstream.setMode(XStream.NO_REFERENCES);,discarded,
"If you do not want to use xstream itself, because you can't depend on the jar, or your xml form is particular to your project, at least look at what xstream does.",discarded,
"Not sure that I understand your second requirement, but xstream might be the answer",discarded,
For e.g. xstream API uses this feature to initialize some attributes that were not in the XML to be deserialized.,discarded,
In a nutshell it looks like this (example nicked from the xstream website):,discarded,
"Rather than saving it as JSON you could use xstream and serialize your class to xml, which can then be saved as 'clob' to the database.",discarded,
"Additional changes You also need to remove the call to xstream.addImplicitCollection(Model.class, ""users"", User.class); since that is doing something similar to the @XStreamImplicit.",discarded,
The other way is have one xstream instance for unmarshalling with both alias and another xstream instance for marshalling only with the alias you want.,discarded,
Deserialization requires xstream to construct an object and set all of its member fields to the values specified in the xml.,discarded,
"If the object you are trying to deserialize does not have a no-arg constructor, then xstream needs help from the VM to build the object outside of the normal process of object instantiation and initialization.",discarded,
The solution is to create a converter class for the enum and register it to the xstream instance as explained in this SO post: Serialization problem with Enums at Android,discarded,
It's impossible for me to change xstream version and jettison version because they imported by other components (like smooks).,discarded,
"So, i find another solution: use spring-batch 2.2.0.RELEASE, and use org.springframework.batch.core.repository.dao.DefaultExecutionContextSerializer as serializer instead of XStream.",discarded,
Creating the xstream object like that will ignore the namespace prefixes while parsing.,discarded,
I suggest to take a look at some other tools like xstream.,discarded,
A reasonably easy thing would be to convert your result set first into a Competitions object then looks at converting the object into xml (using xstream or some such framework).,discarded,
And a example that shows how to configure xstream for this converter:,discarded,
XML: You could use something like xstream to achieve this.,discarded,
"If you don't want to use annotations then you can configure the converter with a method call on the XStream instance instead, you just have to extract the various helpers from xstream and pass them to the constructor explicitly (the annotation processor passes these things to the converter automatically if it requires them)",discarded,
"The latter contains <dependencies>, such as xstream.",discarded,
$ javac -cp <path to your xstream jar> app.java,discarded,
If you downloaded the xstream jar file by hand:,discarded,
where <path to your xstream jar is the full path to where you put your xstream jar file during downloading.,discarded,
"periodically, you suspend processing updates and take a snapshot of the entire in-memory data structure using xstream, java serialization or whatever.",discarded,
"Have you tried xstream customization, writing convertors.",discarded,
What about a singleton implementation of xstream?,discarded,
If you want to declare the converter using xstream.registerConverter instead of using XStream annotations then you use,discarded,
"XStream processAnnotations method has been introduced in XStream version 1.3, for older versions Annotations.configureAliases(XStream xstream, Class<?>... topLevelClasses) method can be used instead.",discarded,
Are you sure this is what xstream is returning for the Book object listed above?,discarded,
and xstream is trying to read xml in this plugins.,discarded,
What you need to do is provide xstream instance with the information of Player class before hand so that it does un-marshaling correctly.,discarded,
"But the best ReflectionProvider for xstream might not be the best for you, because it normally selects the Sun14ReflectionProvider.",discarded,
If you do not specify a ReflectionProvider xstream tries to find the best reflection provider.,discarded,
Then when you are processing the XML you can set XStream to ignore unknown elements with xstream.ignoreUnknownElements();,discarded,
"If it seems feasible, consider reverting the list before serialization - this would xstream to render XML similar to what you expect.",discarded,
"Before serializing your object, call the #processAnnotations(Class) method on your xstream instance to trigger metadata processing:",discarded,
Make sure you are using the latest version of xstream.,discarded,
I was able to fix the issue by commenting out the xstream.alias methods in the save method.,discarded,
"File->Import->Maven->Existing Maven Project, Browse to where you have downloaded xstream, Finish.",discarded,
The current version of xstream uses at least generics and annotations.,discarded,
FYI: Simple Google search for xstream reference attribute found me that link.,discarded,
"then you require xstream-[version].jar, xpp3-[version].jar and xmlpull-[version].jar in the classpath."" but XStream xstream = new XStream(new StaxDriver()); does not require XPP3 library starting with Java 6",discarded,
"However, this probably looks similar to what I would have done without xstream, so I'm not sure what xstream bought me in this specific situation.",discarded,
"I gave xstream a shot, and it worked.",discarded,
"you can use xstream to do this , and write your own Converter:",discarded,
I think the problem is that you are casting the return value from xstream.fromXML(fin) into a String when it should be cast to the type of object you originally serialized (RandomTree I assume).,discarded,
"With that goal in mind, I recommend taking a look at the IOUtils library mentioned in this thread",discarded,
The xstream variable is being initialized as an anonymous class.,discarded,
Of course one option could be to declare a constructor argument and pass the xstream object to it.,discarded,
Is there a addImplicitCollection called on the xstream object during configuration somewhere which causes the someTypes tag to be skipped ?,discarded,
Alternatively to your approach you could take a look at the library xstream xstream.,discarded,
In the next step you need to set up the parser of xstream to fill your objects with the content from the xml file.,discarded,
You need to add xstream jar to your program.,discarded,
Tell xstream that it is a String:,discarded,
The error message says that xstream tries to convert your ds as ArrayList.,discarded,
1.- When I create xstream I override its wrapmapper method,discarded,
``` caused by: org.xmlpull.v1.XmlPullParserException: resource not found: /META-INF/services/org.xmlpull.v1.XmlPullParserFactory make sure that parser implementing XmlPull API is available; nested exception is: org.xmlpull.v1.XmlPullParserException: resource not found: /META-INF/services/org.xmlpull.v1.XmlPullParserFactory make sure that parser implementing XmlPull API is available at org.xmlpull.v1.XmlPullParserFactory.newInstance(XmlPullParserFactory.java:278) at org.xmlpull.v1.XmlPullParserFactory.newInstance(XmlPullParserFactory.java:259) at com.thoughtworks.xstream.io.xml.XppDriver.createParser(XppDriver.java:57) at com.thoughtworks.xstream.io.xml.AbstractXppDriver.createReader(AbstractXppDriver.java:54) at com.thoughtworks.xstream.XStream.fromXML(XStream.java:1061) at com.thoughtworks.xstream.XStream.fromXML(XStream.java:1052) at tudelft.mmi.pn.duo.core.DUOModel.loadFromXml(DUOModel.java:289) at tudelft.mmi.pn.duo.core.DUOModel.getNewDUOModel(DUOModel.java:182) at domaineditor.extduomodel.ExtDuoModel.(ExtDuoModel.java:56) at domaineditor.actions.OpenFile.actionPerformed(OpenFile.java:34) at javax.swing.AbstractButton.fireActionPerformed(AbstractButton.java:2022) at javax.swing.AbstractButton$Handler.actionPerformed(AbstractButton.java:2348) at javax.swing.DefaultButtonModel.fireActionPerformed(DefaultButtonModel.java:402) at javax.swing.DefaultButtonModel.setPressed(DefaultButtonModel.java:259) at javax.swing.AbstractButton.doClick(AbstractButton.java:376) at javax.swing.plaf.basic.BasicMenuItemUI.doClick(BasicMenuItemUI.java:833) at com.apple.laf.AquaMenuItemUI.doClick(AquaMenuItemUI.java:157) at javax.swing.plaf.basic.BasicMenuItemUI$Handler.mouseReleased(BasicMenuItemUI.java:877) at java.awt.AWTEventMulticaster.mouseReleased(AWTEventMulticaster.java:289) at java.awt.Component.processMouseEvent(Component.java:6533) at javax.swing.JComponent.processMouseEvent(JComponent.java:3324) at java.awt.Component.processEvent(Component.java:6298) at java.awt.Container.processEvent(Container.java:2236) at java.awt.Component.dispatchEventImpl(Component.java:4889) at java.awt.Container.dispatchEventImpl(Container.java:2294) at java.awt.Component.dispatchEvent(Component.java:4711) at java.awt.LightweightDispatcher.retargetMouseEvent(Container.java:4888) at java.awt.LightweightDispatcher.processMouseEvent(Container.java:4525) at java.awt.LightweightDispatcher.dispatchEvent(Container.java:4466) at java.awt.Container.dispatchEventImpl(Container.java:2280) at java.awt.Window.dispatchEventImpl(Window.java:2746) at java.awt.Component.dispatchEvent(Component.java:4711) at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:758) at java.awt.EventQueue.access$500(EventQueue.java:97) at java.awt.EventQueue$3.run(EventQueue.java:709) at java.awt.EventQueue$3.run(EventQueue.java:703) at java.security.AccessController.doPrivileged(Native Method) at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80) at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:90) at java.awt.EventQueue$4.run(EventQueue.java:731) at java.awt.EventQueue$4.run(EventQueue.java:729) at java.security.AccessController.doPrivileged(Native Method) at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80) at java.awt.EventQueue.dispatchEvent(EventQueue.java:728) at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:201) at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116) at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:105) at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101) at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:93) at java.awt.EventDispatchThread.run(EventDispatchThread.java:82),discarded,
The underlying issue that is not reported in the stacktrace is that there is a missing resource in xstream 1.4.8,discarded,
"It's not finding the xstream lib in your CLASSPATH, you'll need to double check that Fitnesse is picking that up.",discarded,
The xstream FAQ http://x-stream.github.io/faq.html has a section about how tp deal with different versions.,discarded,
The version in the dependency in your POM for xstream is 1.4.10-java7.,discarded,
The good place to start is from xstream website itself.,discarded,
There is an example which you can use as a starting point on xstream security page.,discarded,
"I ended up writing a custom converter which scans the list of people for a given id. To do that, I extended the Converter class and then registered it using xstream.registerConverter(new MyAwesomeCustomConverter).",discarded,
"I use xstream to grab an xml snapshot of the pojo, then apply the user's edit and then grab another.",discarded,
Maybe off topic: I've abandonded digester in favor of xstream.,discarded,
It got resolved after upgrading to xstream version 1.4.10.,discarded,
You could try excluding woodstox dependency in your dependency declaration for xstream.,discarded,
Make sure you indeed have xstream.jar in D:\poc\lib folder.,discarded,
Here you go an example using xstream library:,discarded,
"You just make the objects and populate them with whatever data you want, and finally you just xstream.toXML(object); to get the string of the xml.",discarded,
"I have also noted that in the latest rev of cxf that I'm using there is a difference in the media types, so the example above on the xstream message body reader/writer needs a quick modification where isWritable/isReadable change to:",discarded,
Edit2: An example of a message body writer that is based on xstream to avoid jaxb.,discarded,
you might use xstream http://x-stream.github.io/ you put your xml in an object structure and get it from there.,discarded,
have a look at xstream - http://x-stream.github.io/.,discarded,
Here is a small example of such converter: http://x-stream.github.io/converter-tutorial.html,discarded,
"You have to implement (or find) a custom converter for xstream, which will handle JodaTime object in a way you find appropriate.",discarded,
or you can check xstream lib: for json example : http://x-stream.github.io/json-tutorial.html for xml example : http://x-stream.github.io/tutorial.html,discarded,
xstream should already take care of this and create the object of correct type.,discarded,
According to J‚àö‚àÇrg on the xstream mailing list:,discarded,
This kind of XML does simply not fit into the hierarchical stream model of XStream.,discarded,
"You have many errors, but the one corresponding to your message is you have to cast the result of xstream.fromXML to an apiresponse' object :",discarded,
"I have just done the same kind of of solution what i did was use a mix of hibernate and XStream with xstream i used the annotation XStreamAlias("""") on my class and fields and mapped them to the actual xml document and run them via xstream.fromXML() and its creates the beans then the beans are inserted into the database",discarded,
&amp; means ampersant; it's correct for xstream to do this.,discarded,
"xstream is converting ""&amp;"" to ""&"" when converting from xml to Java Objects.",discarded,
Use the marschal method on xstream with a compact writer,discarded,
But not sure how xstream unmarshalls it though.,discarded,
XStream.createObjectInputStream seems to be what you need.,discarded,
"But, remember: This is not consistent with the philosophy of xstream library, which operates on beans, which usually contain more than one field.",discarded,
"This is funny but I made some exclusions (jaxb-api, jaxb-impl, jetty, geronimo-stax-api_1.0_spec, stax-api) in the pom.xml and it worked.",discarded,
"EDIT I had the same problem on JBoss 5.1 EAP, and to solve it, the steps are a little different: in $JBOSS_HOME/lib/endorsed I removed the old jaxb-api.jar, then copied",discarded,
"Adding a dependency on jaxb-impl should be sufficient, as this transitively depends on jaxb-api, which is the JAR containing the class it's complaining about.",discarded,
